Issue Id,Project Key,Issue Type,Summary,Epic Name,Description,Priority,Status,Reporter,Assignee,Labels,Components,Fix Version/s,Affects Version/s,Sprint,Story Points,Created,Due Date,Parent Id,Epic Link
2e5dcd34,MP,Task,Task — Perf pass,,Task under story 'MachinePay — Integrate ADO'.,Low,To Do,chloe@example.com,dev.emma@example.com,mcp,Admin,1.0.0,,Sprint 4,1,2025-06-27,2025-07-19,,2d4eb56d
27147534,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Integrate ADO'.,Lowest,In Progress,alice@example.com,,ado frontend prototype,Dot,,,Sprint 3,,2025-05-07,2025-05-17,2e5dcd34,2d4eb56d
6dfc2229,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Integrate ADO'.,Low,In Review,bob@example.com,dev.emma@example.com,,,,,,,2025-04-25,2025-05-14,2e5dcd34,2d4eb56d
ba9f6189,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Integrate ADO'.,Medium,To Do,bob@example.com,,jira,Admin,,,,,2025-04-14,2025-04-29,2e5dcd34,2d4eb56d
a04bb0a2,MP,Task,Task — UI polish,,Task under story 'MachinePay — Integrate ADO'.,Medium,Done,bob@example.com,dev.dan@example.com,figma,Dot,,,,1,2025-04-21,2025-05-23,,2d4eb56d
7a748cbe,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Integrate ADO'.,Lowest,To Do,alice@example.com,dev.dan@example.com,backend,,,,,,2025-02-04,2025-02-11,a04bb0a2,2d4eb56d
7db7c085,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Integrate ADO'.,Highest,Done,bob@example.com,dev.cara@example.com,frontend mcp,,,,Sprint 3,,2025-05-11,2025-06-14,a04bb0a2,2d4eb56d
555f3170,MP,Bug,Bug — Regression in Connections,,Synthetic bug for MachinePay epic 'MachinePay — Security & Audit'.,Medium,To Do,chloe@example.com,,bug ,,,,Sprint 1,,2025-01-10,2025-02-16,,2d4eb56d
395165ca,MP,Bug,Bug — Auth failure,,Synthetic bug for MachinePay epic 'MachinePay — Security & Audit'.,Highest,In Review,chloe@example.com,,bug ado frontend ops,LLM Mesh,,1.0.0,,,2025-07-09,2025-07-20,,2d4eb56d
c70d308e,MP,Bug,Bug — UI overflow,,Synthetic bug for MachinePay epic 'MachinePay — Security & Audit'.,Highest,In Review,alice@example.com,dev.dan@example.com,bug ,Studio,0.9.0,,Sprint 3,,2025-07-11,2025-08-06,,2d4eb56d
519c352c,MP,Epic,MachinePay — Admin Health,MachinePay — Admin Health,"Epic to deliver machinepay — admin health across MachinePay.
Includes discovery, design, implementation and rollout.",Medium,To Do,chloe@example.com,,figma jira performance,Dot,1.1.0,,Sprint 1,,2025-03-13,2025-04-06,,
6f3ea391,MP,Story,MachinePay — Design Studio Panels,,User story: MachinePay — Design Studio Panels. Aligns with epic 'MachinePay — Admin Health'.,High,In Progress,chloe@example.com,dev.dan@example.com,security,Admin,,0.9.0,Sprint 4,5,2025-02-09,2025-03-19,,519c352c
12a71dde,MP,Task,Task — Docs,,Task under story 'MachinePay — Design Studio Panels'.,High,Done,bob@example.com,dev.cara@example.com,,LLM Mesh,,,Sprint 1,3,2025-07-11,2025-08-01,,519c352c
820db9f0,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Docs' within story 'MachinePay — Design Studio Panels'.,Medium,In Review,bob@example.com,dev.anna@example.com,,,,,Sprint 2,,2025-06-06,2025-06-30,12a71dde,519c352c
0d2a047b,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Docs' within story 'MachinePay — Design Studio Panels'.,Lowest,To Do,alice@example.com,dev.dan@example.com,figma,,,,Sprint 3,,2025-03-22,2025-03-29,12a71dde,519c352c
9c6d3320,MP,Task,Task — API wiring,,Task under story 'MachinePay — Design Studio Panels'.,Lowest,In Progress,chloe@example.com,dev.anna@example.com,,Dot,,,,3,2025-06-08,2025-06-20,,519c352c
d39b6c58,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Design Studio Panels'.,Lowest,Done,bob@example.com,dev.dan@example.com,ado api prototype,Connections,,,Sprint 1,,2025-03-17,2025-04-22,9c6d3320,519c352c
b25976b7,MP,Story,MachinePay — Spec Jira,,User story: MachinePay — Spec Jira. Aligns with epic 'MachinePay — Admin Health'.,High,To Do,bob@example.com,dev.ben@example.com,figma,Dot,1.0.0,1.1.0,,2,2025-03-08,2025-03-31,,519c352c
a047c216,MP,Task,Task — API wiring,,Task under story 'MachinePay — Spec Jira'.,Highest,In Review,bob@example.com,,figma,Studio,1.0.0,,,3,2025-01-19,2025-01-30,,519c352c
fd30be95,MP,Story,MachinePay — Refactor Search,,User story: MachinePay — Refactor Search. Aligns with epic 'MachinePay — Admin Health'.,Lowest,In Progress,alice@example.com,,backend mcp,Admin,1.0.0,,Sprint 1,5,2025-05-03,2025-06-06,,519c352c
f683113a,MP,Task,Task — API wiring,,Task under story 'MachinePay — Refactor Search'.,Low,In Progress,chloe@example.com,,jira security ux,Connections,1.0.0,,,1,2025-04-28,2025-05-23,,519c352c
ca981c55,MP,Task,Task — UI polish,,Task under story 'MachinePay — Refactor Search'.,High,Done,alice@example.com,dev.emma@example.com,,Studio,0.9.0,,Sprint 1,1,2025-01-07,2025-01-29,,519c352c
41bddfed,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Refactor Search'.,Lowest,To Do,chloe@example.com,dev.ben@example.com,,Studio,,,Sprint 2,,2025-02-08,2025-03-01,ca981c55,519c352c
1c6b471c,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Refactor Search'.,High,In Progress,chloe@example.com,dev.anna@example.com,backend,Materials,,,Sprint 2,,2025-03-20,2025-04-02,ca981c55,519c352c
3842f5f7,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Refactor Search'.,Highest,In Progress,bob@example.com,dev.ben@example.com,api backend performance,,,,,,2025-03-25,2025-04-08,ca981c55,519c352c
1e00b04a,MP,Story,MachinePay — Refactor GitHub,,User story: MachinePay — Refactor GitHub. Aligns with epic 'MachinePay — Admin Health'.,Lowest,In Progress,alice@example.com,dev.emma@example.com,frontend,Connections,,,Sprint 3,8,2025-04-23,2025-05-15,,519c352c
89a4c06a,MP,Task,Task — Error handling,,Task under story 'MachinePay — Refactor GitHub'.,Low,In Review,chloe@example.com,dev.dan@example.com,mcp,Dot,,,Sprint 3,1,2025-02-02,2025-02-22,,519c352c
a7a3a60e,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Refactor GitHub'.,Lowest,In Review,chloe@example.com,dev.emma@example.com,figma security ux,,,,Sprint 4,,2025-01-31,2025-03-12,89a4c06a,519c352c
f9fe8f6a,MP,Task,Task — UI polish,,Task under story 'MachinePay — Refactor GitHub'.,Lowest,In Review,bob@example.com,dev.ben@example.com,,LLM Mesh,1.1.0,,Sprint 2,1,2025-06-21,2025-06-30,,519c352c
fc420672,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Refactor GitHub'.,Low,Done,chloe@example.com,dev.emma@example.com,,Admin,,,Sprint 1,,2025-01-30,2025-02-10,f9fe8f6a,519c352c
11a4afed,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Refactor GitHub'.,Low,Done,alice@example.com,dev.anna@example.com,docs frontend,LLM Mesh,,,Sprint 3,,2025-03-02,2025-04-04,f9fe8f6a,519c352c
6e0fbc16,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Refactor GitHub'.,Medium,In Progress,bob@example.com,dev.ben@example.com,frontend performance ux,LLM Mesh,,,,,2025-06-11,2025-07-10,f9fe8f6a,519c352c
766e7683,MP,Bug,Bug — Token mismatch,,Synthetic bug for MachinePay epic 'MachinePay — Admin Health'.,Highest,In Progress,chloe@example.com,,bug ,,,1.0.0,,,2025-06-04,2025-06-21,,519c352c
4c0e715f,MP,Bug,Bug — Studio crash on import,,Synthetic bug for MachinePay epic 'MachinePay — Admin Health'.,High,In Progress,chloe@example.com,,bug ,,,,Sprint 4,,2025-03-05,2025-04-01,,519c352c
3d469aa3,MP,Epic,MachinePay — Sync Engine,MachinePay — Sync Engine,"Epic to deliver machinepay — sync engine across MachinePay.
Includes discovery, design, implementation and rollout.",High,In Progress,alice@example.com,,docs jira security,Workflows,0.9.0,,,,2025-01-26,2025-03-02,,
edd46e7c,MP,Story,MachinePay — Implement Search,,User story: MachinePay — Implement Search. Aligns with epic 'MachinePay — Sync Engine'.,High,In Progress,bob@example.com,dev.dan@example.com,github,,,,Sprint 3,13,2025-04-29,2025-05-14,,3d469aa3
3011d6b3,MP,Task,Task — Perf pass,,Task under story 'MachinePay — Implement Search'.,Lowest,In Review,chloe@example.com,dev.anna@example.com,api backend frontend,LLM Mesh,1.0.0,,Sprint 1,1,2025-05-28,2025-06-17,,3d469aa3
d6b1e3d3,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Implement Search'.,High,In Progress,chloe@example.com,dev.ben@example.com,figma migration,Studio,,,Sprint 3,,2025-03-03,2025-03-17,3011d6b3,3d469aa3
db0bc8ef,MP,Task,Task — Perf pass,,Task under story 'MachinePay — Implement Search'.,High,In Review,bob@example.com,dev.emma@example.com,ado backend jira,LLM Mesh,,,,1,2025-05-15,2025-05-29,,3d469aa3
149e77b5,MP,Task,Task — UI polish,,Task under story 'MachinePay — Implement Search'.,Low,Done,alice@example.com,dev.ben@example.com,,,1.0.0,,,1,2025-03-12,2025-03-26,,3d469aa3
fcc119dd,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Implement Search'.,Low,In Review,bob@example.com,dev.emma@example.com,ado api ops,,,,Sprint 4,,2025-01-17,2025-01-25,149e77b5,3d469aa3
29a1d4ed,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Implement Search'.,Low,In Review,alice@example.com,dev.dan@example.com,ado github,Admin,,,,,2025-02-03,2025-03-01,149e77b5,3d469aa3
73cb1c07,MP,Story,MachinePay — Design Notifications,,User story: MachinePay — Design Notifications. Aligns with epic 'MachinePay — Sync Engine'.,Low,In Progress,alice@example.com,dev.anna@example.com,mcp performance,Admin,,,Sprint 3,2,2025-03-15,2025-04-02,,3d469aa3
cbba4648,MP,Task,Task — Perf pass,,Task under story 'MachinePay — Design Notifications'.,Lowest,To Do,bob@example.com,dev.dan@example.com,api prototype,,,,Sprint 3,2,2025-02-11,2025-03-09,,3d469aa3
c36b353c,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Design Notifications'.,Medium,To Do,chloe@example.com,,figma,Workflows,,,Sprint 2,,2025-07-06,2025-08-10,cbba4648,3d469aa3
2144556b,MP,Task,Task — API wiring,,Task under story 'MachinePay — Design Notifications'.,Highest,In Progress,chloe@example.com,dev.emma@example.com,frontend security,LLM Mesh,,,Sprint 4,2,2025-03-25,2025-04-04,,3d469aa3
6f42875d,MP,Story,MachinePay — Harden Filesystem,,User story: MachinePay — Harden Filesystem. Aligns with epic 'MachinePay — Sync Engine'.,High,In Review,bob@example.com,dev.cara@example.com,,UI,,,Sprint 4,13,2025-04-12,2025-04-28,,3d469aa3
770ebced,MP,Task,Task — Docs,,Task under story 'MachinePay — Harden Filesystem'.,Low,To Do,alice@example.com,dev.ben@example.com,,Connections,,,Sprint 4,2,2025-07-06,2025-08-08,,3d469aa3
d9776d90,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Docs' within story 'MachinePay — Harden Filesystem'.,Medium,Done,alice@example.com,dev.cara@example.com,,Materials,,,Sprint 1,,2025-02-17,2025-03-20,770ebced,3d469aa3
68979bb8,MP,Task,Task — Write tests,,Task under story 'MachinePay — Harden Filesystem'.,Lowest,In Review,bob@example.com,dev.ben@example.com,figma frontend security,Workflows,,,Sprint 3,3,2025-06-13,2025-07-20,,3d469aa3
d97af0a3,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Harden Filesystem'.,Lowest,In Review,chloe@example.com,dev.emma@example.com,mcp performance,Admin,,,Sprint 2,,2025-06-10,2025-07-17,68979bb8,3d469aa3
dbf8cf36,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Harden Filesystem'.,High,In Review,alice@example.com,dev.cara@example.com,backend migration prototype,,,,Sprint 2,,2025-03-11,2025-04-10,68979bb8,3d469aa3
9b29ea1a,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Harden Filesystem'.,Medium,In Review,alice@example.com,dev.emma@example.com,frontend,Workflows,,,Sprint 4,,2025-06-25,2025-07-21,68979bb8,3d469aa3
fe764d3a,MP,Task,Task — UI polish,,Task under story 'MachinePay — Harden Filesystem'.,Low,In Progress,alice@example.com,dev.emma@example.com,github jira migration,Connections,0.9.0,,,2,2025-01-27,2025-02-16,,3d469aa3
68c6440e,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Harden Filesystem'.,Low,Done,chloe@example.com,dev.emma@example.com,jira performance,Connections,,,,,2025-06-26,2025-07-26,fe764d3a,3d469aa3
f1be9b71,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Harden Filesystem'.,Low,To Do,bob@example.com,dev.anna@example.com,ado docs,Connections,,,Sprint 1,,2025-02-02,2025-02-22,fe764d3a,3d469aa3
1fa7f741,MP,Story,MachinePay — Spec Jira,,User story: MachinePay — Spec Jira. Aligns with epic 'MachinePay — Sync Engine'.,Lowest,To Do,alice@example.com,dev.emma@example.com,performance,Studio,,,,13,2025-01-17,2025-02-12,,3d469aa3
b1691d03,MP,Task,Task — Perf pass,,Task under story 'MachinePay — Spec Jira'.,Highest,To Do,alice@example.com,dev.emma@example.com,,,1.1.0,,,3,2025-03-03,2025-04-11,,3d469aa3
87bf8fcd,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Spec Jira'.,High,To Do,alice@example.com,,migration security,,,,Sprint 3,,2025-06-28,2025-07-16,b1691d03,3d469aa3
5d7338b9,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Spec Jira'.,High,In Review,chloe@example.com,dev.cara@example.com,backend,Connections,,,,,2025-05-14,2025-05-29,b1691d03,3d469aa3
89520f0e,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Spec Jira'.,Low,Done,bob@example.com,dev.dan@example.com,,,,,Sprint 3,,2025-06-25,2025-07-30,b1691d03,3d469aa3
da63be55,MP,Task,Task — Error handling,,Task under story 'MachinePay — Spec Jira'.,High,Done,chloe@example.com,dev.anna@example.com,docs jira,Connections,0.9.0,,Sprint 2,3,2025-05-06,2025-05-19,,3d469aa3
9b801770,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Spec Jira'.,High,In Review,chloe@example.com,dev.emma@example.com,,,,,Sprint 3,,2025-03-01,2025-04-04,da63be55,3d469aa3
e815bc0d,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Spec Jira'.,Medium,Done,bob@example.com,dev.ben@example.com,frontend,,,,,,2025-01-28,2025-02-11,da63be55,3d469aa3
8accc1cb,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Spec Jira'.,Low,In Review,chloe@example.com,dev.emma@example.com,,,,,Sprint 2,,2025-04-08,2025-05-05,da63be55,3d469aa3
c294ad78,MP,Task,Task — Docs,,Task under story 'MachinePay — Spec Jira'.,Medium,In Review,chloe@example.com,dev.emma@example.com,,Connections,,,Sprint 4,1,2025-05-06,2025-06-14,,3d469aa3
bc69b585,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Docs' within story 'MachinePay — Spec Jira'.,Low,Done,bob@example.com,dev.ben@example.com,ado ops,LLM Mesh,,,Sprint 4,,2025-06-18,2025-07-14,c294ad78,3d469aa3
33c3a25a,MP,Story,MachinePay — Document GitHub,,User story: MachinePay — Document GitHub. Aligns with epic 'MachinePay — Sync Engine'.,Medium,Done,chloe@example.com,dev.dan@example.com,ado ux,Studio,,,,5,2025-05-10,2025-05-20,,3d469aa3
070a4c14,MP,Task,Task — Write tests,,Task under story 'MachinePay — Document GitHub'.,High,In Review,bob@example.com,dev.dan@example.com,github prototype security,,,,Sprint 1,1,2025-04-08,2025-04-21,,3d469aa3
1d57b748,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Document GitHub'.,Highest,Done,bob@example.com,dev.anna@example.com,api docs frontend,Admin,,,Sprint 4,,2025-04-28,2025-06-01,070a4c14,3d469aa3
8fe164b6,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Document GitHub'.,Highest,In Review,alice@example.com,dev.emma@example.com,,,,,Sprint 2,,2025-03-28,2025-05-05,070a4c14,3d469aa3
f0df620a,MP,Task,Task — API wiring,,Task under story 'MachinePay — Document GitHub'.,Low,To Do,chloe@example.com,dev.emma@example.com,backend ux,UI,0.9.0,,Sprint 1,2,2025-03-18,2025-04-19,,3d469aa3
ceafa1e0,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Document GitHub'.,Low,Done,bob@example.com,dev.cara@example.com,ado figma,Studio,,,Sprint 2,,2025-06-19,2025-07-16,f0df620a,3d469aa3
0d47bbee,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Document GitHub'.,Medium,Done,chloe@example.com,dev.anna@example.com,ops performance,,,,Sprint 4,,2025-06-19,2025-07-25,f0df620a,3d469aa3
fd62886d,MP,Task,Task — Telemetry,,Task under story 'MachinePay — Document GitHub'.,High,In Review,bob@example.com,dev.ben@example.com,docs prototype security,Materials,1.0.0,,Sprint 4,1,2025-01-17,2025-02-06,,3d469aa3
1364153f,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Document GitHub'.,Lowest,In Review,bob@example.com,dev.emma@example.com,jira,Studio,,,Sprint 1,,2025-03-11,2025-03-26,fd62886d,3d469aa3
de859e7d,MP,Story,MachinePay — Spec ADO,,User story: MachinePay — Spec ADO. Aligns with epic 'MachinePay — Sync Engine'.,Lowest,Done,chloe@example.com,dev.ben@example.com,backend jira migration,UI,0.9.0,,Sprint 3,13,2025-04-15,2025-05-15,,3d469aa3
2f79f723,MP,Task,Task — Error handling,,Task under story 'MachinePay — Spec ADO'.,High,In Progress,alice@example.com,dev.anna@example.com,docs ops,Studio,,,Sprint 1,2,2025-04-10,2025-05-02,,3d469aa3
f2cf2654,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Spec ADO'.,Medium,Done,chloe@example.com,dev.cara@example.com,,,,,,,2025-03-13,2025-03-29,2f79f723,3d469aa3
019568e7,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Spec ADO'.,Medium,In Review,chloe@example.com,dev.anna@example.com,github,,,,,,2025-03-06,2025-04-06,2f79f723,3d469aa3
96127d0c,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Spec ADO'.,Low,In Review,alice@example.com,,,Studio,,,,,2025-03-19,2025-03-31,2f79f723,3d469aa3
0b1abb75,MP,Task,Task — Docs,,Task under story 'MachinePay — Spec ADO'.,Medium,Done,alice@example.com,dev.ben@example.com,api backend docs,UI,,,Sprint 1,1,2025-05-01,2025-06-03,,3d469aa3
bf519aaf,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Docs' within story 'MachinePay — Spec ADO'.,Low,In Review,bob@example.com,dev.emma@example.com,security,,,,,,2025-01-01,2025-02-02,0b1abb75,3d469aa3
36374cc4,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Docs' within story 'MachinePay — Spec ADO'.,Low,In Review,alice@example.com,dev.emma@example.com,backend security,Dot,,,,,2025-04-26,2025-06-02,0b1abb75,3d469aa3
097235f7,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Docs' within story 'MachinePay — Spec ADO'.,Lowest,In Progress,alice@example.com,dev.dan@example.com,frontend github performance,Gateway,,,Sprint 2,,2025-02-27,2025-03-07,0b1abb75,3d469aa3
0c3f383e,MP,Task,Task — Write tests,,Task under story 'MachinePay — Spec ADO'.,Lowest,Done,bob@example.com,dev.dan@example.com,ado prototype security,LLM Mesh,,,,2,2025-02-13,2025-02-27,,3d469aa3
59cdd71c,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Spec ADO'.,Low,To Do,bob@example.com,dev.cara@example.com,prototype security,LLM Mesh,,,Sprint 4,,2025-02-16,2025-03-21,0c3f383e,3d469aa3
a4f89e13,MP,Story,MachinePay — Spec CI,,User story: MachinePay — Spec CI. Aligns with epic 'MachinePay — Sync Engine'.,High,Done,chloe@example.com,dev.emma@example.com,migration,,,,Sprint 1,13,2025-06-25,2025-07-15,,3d469aa3
15c2454b,MP,Task,Task — Perf pass,,Task under story 'MachinePay — Spec CI'.,High,In Review,alice@example.com,dev.emma@example.com,ux,,1.0.0,,,2,2025-04-08,2025-05-04,,3d469aa3
e12ba29e,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Perf pass' within story 'MachinePay — Spec CI'.,Lowest,In Progress,bob@example.com,dev.cara@example.com,,Workflows,,,,,2025-01-30,2025-02-26,15c2454b,3d469aa3
b67a8e32,MP,Task,Task — Write tests,,Task under story 'MachinePay — Spec CI'.,Low,Done,alice@example.com,dev.ben@example.com,performance,Workflows,1.0.0,,Sprint 4,2,2025-07-08,2025-08-15,,3d469aa3
530eef38,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Spec CI'.,Low,To Do,bob@example.com,dev.anna@example.com,github performance,,,,Sprint 2,,2025-05-07,2025-05-21,b67a8e32,3d469aa3
c817b8cf,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Spec CI'.,High,To Do,alice@example.com,dev.dan@example.com,,Connections,,,,,2025-05-15,2025-06-02,b67a8e32,3d469aa3
23fc5ffc,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Spec CI'.,High,Done,bob@example.com,dev.cara@example.com,,LLM Mesh,,,Sprint 2,,2025-01-08,2025-01-20,b67a8e32,3d469aa3
9e75781f,MP,Task,Task — API wiring,,Task under story 'MachinePay — Spec CI'.,Medium,To Do,chloe@example.com,dev.anna@example.com,backend docs prototype,,1.0.0,,Sprint 2,2,2025-06-14,2025-07-09,,3d469aa3
0596fa44,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Spec CI'.,High,Done,chloe@example.com,,api figma performance,Admin,,,Sprint 4,,2025-01-31,2025-02-26,9e75781f,3d469aa3
c997b15b,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Spec CI'.,Highest,Done,alice@example.com,dev.dan@example.com,docs figma performance,Studio,,,,,2025-05-02,2025-05-26,9e75781f,3d469aa3
790967ea,MP,Story,MachinePay — Harden GitHub,,User story: MachinePay — Harden GitHub. Aligns with epic 'MachinePay — Sync Engine'.,Highest,To Do,bob@example.com,dev.dan@example.com,,,1.1.0,1.1.0,,13,2025-05-07,2025-06-16,,3d469aa3
98b1034c,MP,Task,Task — API wiring,,Task under story 'MachinePay — Harden GitHub'.,High,To Do,bob@example.com,dev.emma@example.com,mcp ux,UI,,,,2,2025-05-11,2025-06-14,,3d469aa3
ef59182c,MP,Task,Task — API wiring,,Task under story 'MachinePay — Harden GitHub'.,Medium,Done,chloe@example.com,dev.dan@example.com,,Materials,,,,1,2025-04-17,2025-05-13,,3d469aa3
a95ac2b2,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Harden GitHub'.,High,To Do,alice@example.com,dev.ben@example.com,,LLM Mesh,,,,,2025-01-05,2025-01-12,ef59182c,3d469aa3
c9d19619,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Harden GitHub'.,Low,In Progress,alice@example.com,dev.ben@example.com,,Studio,,,,,2025-03-19,2025-03-31,ef59182c,3d469aa3
008cf152,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Harden GitHub'.,Lowest,In Review,bob@example.com,dev.ben@example.com,backend,,,,,,2025-06-10,2025-06-29,ef59182c,3d469aa3
575ece4b,MP,Task,Task — Docs,,Task under story 'MachinePay — Harden GitHub'.,Highest,In Progress,alice@example.com,dev.cara@example.com,api frontend,,,,Sprint 3,2,2025-01-06,2025-02-10,,3d469aa3
cef2613f,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Docs' within story 'MachinePay — Harden GitHub'.,Low,To Do,chloe@example.com,dev.anna@example.com,backend migration,,,,Sprint 1,,2025-06-01,2025-07-09,575ece4b,3d469aa3
322d1376,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Docs' within story 'MachinePay — Harden GitHub'.,Lowest,In Progress,bob@example.com,dev.ben@example.com,migration security,,,,Sprint 4,,2025-04-25,2025-05-29,575ece4b,3d469aa3
e972612b,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Docs' within story 'MachinePay — Harden GitHub'.,High,In Review,bob@example.com,dev.ben@example.com,jira prototype,LLM Mesh,,,Sprint 2,,2025-07-05,2025-08-05,575ece4b,3d469aa3
fa4fbaf3,MP,Bug,Bug — Regression in Connections,,Synthetic bug for MachinePay epic 'MachinePay — Sync Engine'.,Medium,In Progress,alice@example.com,dev.emma@example.com,bug ,Admin,,1.1.0,Sprint 1,,2025-04-17,2025-05-25,,3d469aa3
71c6a39c,MP,Bug,Bug — Regression in Connections,,Synthetic bug for MachinePay epic 'MachinePay — Sync Engine'.,Lowest,In Progress,bob@example.com,,bug ,UI,,,,,2025-06-08,2025-06-29,,3d469aa3
9eee17e8,MP,Bug,Bug — Slow CI fetch,,Synthetic bug for MachinePay epic 'MachinePay — Sync Engine'.,Lowest,To Do,chloe@example.com,dev.anna@example.com,bug figma,,,,,,2025-04-28,2025-05-12,,3d469aa3
4b53b2b9,MP,Bug,Bug — Regression in Connections,,Synthetic bug for MachinePay epic 'MachinePay — Sync Engine'.,Medium,In Progress,alice@example.com,dev.ben@example.com,bug ado prototype,LLM Mesh,1.1.0,,Sprint 4,,2025-02-09,2025-03-11,,3d469aa3
3b8419b4,MP,Epic,MachinePay — Search,MachinePay — Search,"Epic to deliver machinepay — search across MachinePay.
Includes discovery, design, implementation and rollout.",Highest,Done,alice@example.com,,,,,1.0.0,,,2025-03-04,2025-03-20,,
b10c06a7,MP,Story,MachinePay — Implement ADO,,User story: MachinePay — Implement ADO. Aligns with epic 'MachinePay — Search'.,Low,Done,alice@example.com,dev.dan@example.com,,,,,Sprint 4,5,2025-03-28,2025-04-24,,3b8419b4
